idx,date,hash,a,b,c,d,e,f,g,h,Y
13906,20190722,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,15,2,99,198,0,0,0,0,0
13907,20190723,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,23,3,110,330,0,0,0,0,0
13908,20190724,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,11,2,110,220,1,1,0,0,1
13909,20190725,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,15,1,110,110,0,0,0,0,0
13910,20190726,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,9,0,77,0,0,0,0,0,0
13911,20190727,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,1,0,77,0,0,0,0,0,0
13912,20190728,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,2,0,77,0,0,0,0,0,0
13913,20190729,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,0,0,77,0,0,0,0,0,0
13914,20190730,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,3,0,77,0,0,0,0,0,0
13915,20190731,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,14,1,110,110,0,0,0,0,0
13916,20190701,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,55,10,77,770,4,4,3,0,2
13917,20190702,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,42,2,77,154,0,0,0,0,0
13918,20190703,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,54,6,77,462,3,3,0,0,1
13919,20190704,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,40,9,77,693,5,2,2,0,1
13920,20190705,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,33,4,77,308,1,0,0,0,1
13921,20190706,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,35,5,77,385,3,3,2,0,2
13922,20190707,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,21,2,77,154,0,0,0,0,0
13923,20190708,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,24,6,77,462,2,2,2,0,1
13924,20190709,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,40,5,77,385,2,1,0,0,2
13925,20190710,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,38,9,77,693,8,6,16,0,3
13926,20190711,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,49,7,77,539,3,3,4,0,1
13927,20190712,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,35,4,77,220,4,3,0,0,1
13928,20190713,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,25,6,77,330,2,2,0,0,1
13929,20190714,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,23,1,77,55,0,0,0,0,0
13930,20190715,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,42,6,77,330,4,1,0,0,0
13931,20190716,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,59,10,77,550,3,2,2,0,2
13932,20190717,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,48,4,77,220,2,2,0,0,1
13933,20190718,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,33,7,77,385,1,1,6,0,2
13934,20190719,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,32,8,77,440,3,3,6,0,1
13935,20190720,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,30,1,77,55,0,0,0,0,0
13936,20190721,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,25,3,77,165,0,0,0,0,1
13937,20190722,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,35,6,77,330,4,2,0,0,2
13938,20190723,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,51,8,77,440,5,4,1,0,1
13939,20190724,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,49,10,77,550,5,3,0,1,2
13940,20190725,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,45,7,77,407,2,2,4,0,2
13941,20190726,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,50,4,77,308,3,1,0,0,1
13942,20190727,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,18,1,77,77,2,0,0,0,0
13943,20190728,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,23,5,77,385,2,1,0,0,0
13944,20190729,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,42,5,77,385,3,3,0,0,2
13945,20190730,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,35,6,77,462,2,1,0,0,1
13946,20190731,a9974761d90169a76237c7ffa46dfc3459cc9746ad8efd72b7094a427cb58634,48,5,77,385,0,0,0,0,0
13947,20190707,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,69,0,77,0,0,0,0,0,0
13948,20190708,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,71,0,77,0,0,0,0,0,0
13949,20190709,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,67,0,77,0,0,0,0,0,0
13950,20190710,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,44,1,77,77,1,1,0,0,0
13951,20190711,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,24,0,77,0,0,0,0,0,0
13952,20190712,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,64,0,77,0,0,0,0,0,0
13953,20190713,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,48,0,77,0,0,0,0,0,0
13954,20190714,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,35,0,77,0,0,0,0,0,0
13955,20190715,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,35,0,77,0,0,0,0,0,0
13956,20190716,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,31,0,77,0,0,0,0,0,0
13957,20190717,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,20,0,77,0,0,0,0,0,0
13958,20190718,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,31,1,77,77,1,1,0,0,1
13959,20190719,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,33,0,77,0,0,0,0,0,0
13960,20190720,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,40,0,77,0,0,0,0,0,0
13961,20190721,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,21,0,77,0,0,0,0,0,0
13962,20190722,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,36,0,77,0,0,0,0,0,0
13963,20190723,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,49,0,77,0,0,0,0,0,0
13964,20190724,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,34,0,77,0,0,0,0,0,0
13965,20190725,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,21,1,77,77,2,1,0,0,1
13966,20190726,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,28,1,77,77,0,0,0,0,0
13967,20190727,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,81,0,77,0,0,0,0,0,0
13968,20190728,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,34,0,77,0,0,0,0,0,0
13969,20190729,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,42,0,77,0,0,0,0,0,0
13970,20190730,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,86,0,77,0,0,0,0,0,0
13971,20190731,42f0ce9b63bee203ff54b4ac66bd50f08ef38c31d4de670157657c1a3b36b163,75,0,77,0,0,0,0,0,0
13972,20190701,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,30,3,77,231,1,1,0,0,0
13973,20190702,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,8,0,77,0,0,0,0,0,0
13974,20190703,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,0,0,77,0,0,0,0,0,0
13975,20190704,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,1,0,77,0,0,0,0,0,0
13976,20190705,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,13,2,77,154,0,0,0,0,0
13977,20190706,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,30,1,77,77,0,0,0,0,0
13978,20190707,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,19,1,77,77,0,0,0,0,0
13979,20190708,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,16,3,77,231,0,0,0,0,0
13980,20190709,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,7,0,77,0,0,0,0,0,0
13981,20190710,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,3,0,77,0,0,0,0,0,0
13982,20190711,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,6,1,77,77,0,0,0,0,0
13983,20190712,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,7,0,77,0,0,0,0,0,0
13984,20190713,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,47,0,77,0,0,0,0,0,0
13985,20190714,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,129,9,77,693,0,0,0,0,0
13986,20190715,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,27,1,77,77,0,0,0,0,0
13987,20190716,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,17,1,77,77,0,0,0,0,0
13988,20190717,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,6,0,77,0,0,0,0,0,0
13989,20190718,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,7,0,77,0,0,0,0,0,0
13990,20190719,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,5,0,77,0,0,0,0,0,0
13991,20190720,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,68,5,77,385,2,1,0,4,1
13992,20190721,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,179,9,77,693,1,1,0,0,0
13993,20190722,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,48,7,77,539,0,0,0,0,0
13994,20190723,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,19,2,77,154,0,0,0,0,0
13995,20190724,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,18,1,77,77,0,0,0,0,0
13996,20190725,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,14,2,77,154,0,0,0,0,0
13997,20190726,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,27,2,77,154,0,0,0,0,0
13998,20190727,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,149,10,77,770,1,1,0,0,0
13999,20190728,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,255,12,77,924,2,2,0,0,1
14000,20190729,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,76,8,77,616,2,2,0,0,1
14001,20190730,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,35,4,77,308,2,2,0,0,0
14002,20190731,a06010b3ea40e9812ca373f8aa5224ba3a0c5808a9e7b8f1c18e32e0a8db2195,17,1,77,77,0,0,0,0,0
14003,20190724,b9c95398fbb327317ec203b5d7bb1df380f21bb8c5d894c27f30a98379e768c1,8,1,77,77,2,1,3,0,1
14004,20190725,b9c95398fbb327317ec203b5d7bb1df380f21bb8c5d894c27f30a98379e768c1,8,0,77,0,0,0,0,0,0
14005,20190726,b9c95398fbb327317ec203b5d7bb1df380f21bb8c5d894c27f30a98379e768c1,16,0,77,0,0,0,0,0,0
14006,20190727,b9c95398fbb327317ec203b5d7bb1df380f21bb8c5d894c27f30a98379e768c1,26,3,77,231,0,0,0,0,0
14007,20190728,b9c95398fbb327317ec203b5d7bb1df380f21bb8c5d894c27f30a98379e768c1,15,3,77,231,0,0,0,0,0
14008,20190729,b9c95398fbb327317ec203b5d7bb1df380f21bb8c5d894c27f30a98379e768c1,8,0,77,0,0,0,0,0,0
14009,20190730,b9c95398fbb327317ec203b5d7bb1df380f21bb8c5d894c27f30a98379e768c1,18,2,77,154,0,0,0,0,0
14010,20190731,b9c95398fbb327317ec203b5d7bb1df380f21bb8c5d894c27f30a98379e768c1,22,4,77,308,2,2,0,0,1
14011,20190701,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,8,0,77,0,0,0,0,0,0
14012,20190702,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,9,0,77,0,0,0,0,0,0
14013,20190703,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,2,0,77,0,0,0,0,0,0
14014,20190704,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,5,0,77,0,0,0,0,0,0
14015,20190705,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,5,0,77,0,0,0,0,0,0
14016,20190706,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,9,0,77,0,0,0,0,0,0
14017,20190707,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,1,0,77,0,0,0,0,0,0
14018,20190708,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,5,0,77,0,0,0,0,0,0
14019,20190709,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,4,0,77,0,0,0,0,0,0
14020,20190710,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,1,0,77,0,0,0,0,0,0
14021,20190711,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,2,0,77,0,0,0,0,0,0
14022,20190712,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,6,0,77,0,0,0,0,0,0
14023,20190713,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,9,0,77,0,0,0,0,0,0
14024,20190714,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,5,0,77,0,0,0,0,0,0
14025,20190715,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,13,1,77,77,0,0,0,0,0
14026,20190716,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,0,0,77,0,0,0,0,0,0
14027,20190717,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,6,0,77,0,0,0,0,0,0
14028,20190718,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,7,0,77,0,0,0,0,0,0
14029,20190719,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,3,0,77,0,0,0,0,0,0
14030,20190720,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,5,1,77,77,1,1,3,0,1
14031,20190721,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,5,0,77,0,0,0,0,0,0
14032,20190722,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,2,0,77,0,0,0,0,0,0
14033,20190723,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,4,0,77,0,0,0,0,0,0
14034,20190724,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,4,0,77,0,0,0,0,0,0
14035,20190725,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,2,0,77,0,0,0,0,0,0
14036,20190726,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,3,0,77,0,0,0,0,0,0
14037,20190727,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,5,0,77,0,0,0,0,0,0
14038,20190728,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,8,0,77,0,0,0,0,0,0
14039,20190729,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,4,0,77,0,0,0,0,0,0
14040,20190730,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,5,0,77,0,0,0,0,0,0
14041,20190731,d3141445c053826b1857a858559dabb0f5970e1fc171bba23f274de5b1b26b50,4,0,77,0,0,0,0,0,0
14042,20190702,2657470f7dd4026e05c25ecaff5f5173891acfa02152e72b3ca83154bcb2f819,0,0,77,0,0,0,0,0,0
14043,20190703,2657470f7dd4026e05c25ecaff5f5173891acfa02152e72b3ca83154bcb2f819,0,0,77,0,0,0,0,0,0
14044,20190704,2657470f7dd4026e05c25ecaff5f5173891acfa02152e72b3ca83154bcb2f819,0,0,77,0,0,0,0,0,0
14045,20190705,2657470f7dd4026e05c25ecaff5f5173891acfa02152e72b3ca83154bcb2f819,0,0,77,0,0,0,0,0,0
14046,20190706,2657470f7dd4026e05c25ecaff5f5173891acfa02152e72b3ca83154bcb2f819,0,0,77,0,0,0,0,0,0
14047,20190707,2657470f7dd4026e05c25ecaff5f5173891acfa02152e72b3ca83154bcb2f819,0,0,77,0,0,0,0,0,0
14048,20190708,2657470f7dd4026e05c25ecaff5f5173891acfa02152e72b3ca83154bcb2f819,0,0,77,0,0,0,0,0,0
14049,20190709,2657470f7dd4026e05c25ecaff5f5173891acfa02152e72b3ca83154bcb2f819,0,0,77,0,0,0,0,0,0
14050,20190701,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,17,1,77,77,0,0,0,0,0
14051,20190702,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,26,0,77,0,0,0,0,0,0
14052,20190703,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,26,2,77,154,1,1,0,0,0
14053,20190704,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,13,2,77,154,0,0,0,0,0
14054,20190705,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,19,0,77,0,0,0,0,0,0
14055,20190706,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,23,1,77,77,1,1,0,0,0
14056,20190707,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,28,5,77,385,0,0,0,0,0
14057,20190708,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,29,0,77,0,0,0,0,0,0
14058,20190709,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,30,1,77,77,0,0,0,0,0
14059,20190710,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,22,0,77,0,0,0,0,0,0
14060,20190711,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,15,0,77,0,0,0,0,0,0
14061,20190712,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,17,0,77,0,0,0,0,0,0
14062,20190713,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,34,0,77,0,0,0,0,0,0
14063,20190714,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,26,1,77,77,1,1,1,0,0
14064,20190715,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,17,2,77,154,1,1,0,0,1
14065,20190716,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,30,0,77,0,0,0,0,0,0
14066,20190717,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,35,1,77,77,0,0,0,0,0
14067,20190718,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,31,1,77,77,0,0,0,0,0
14068,20190719,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,28,1,77,77,2,1,0,0,1
14069,20190720,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,28,1,77,77,0,0,0,0,0
14070,20190721,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,37,0,77,0,3,0,0,0,0
14071,20190722,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,34,0,77,0,0,0,0,0,0
14072,20190723,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,35,2,77,154,0,0,0,0,0
14073,20190724,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,17,1,77,77,0,0,0,0,0
14074,20190725,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,16,0,77,0,0,0,0,0,0
14075,20190726,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,17,1,77,77,0,0,0,0,0
14076,20190727,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,20,0,77,0,0,0,0,0,0
14077,20190728,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,22,3,77,231,1,1,0,0,0
14078,20190729,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,19,0,77,0,0,0,0,0,0
14079,20190730,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,26,1,77,77,1,1,0,0,1
14080,20190731,a31f179d4dd45a2879e285f93d3bc0fbde4c17860f160d0d79c13fdc70f35446,25,4,77,308,3,0,0,0,0
14081,20190701,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,55,0,77,0,2,0,0,0,0
14082,20190702,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,80,1,77,77,4,2,0,0,1
14083,20190703,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,125,0,77,0,0,0,0,0,0
14084,20190704,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,110,0,77,0,1,0,0,0,0
14085,20190705,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,97,2,77,154,0,0,0,0,0
14086,20190706,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,222,1,77,77,4,1,0,0,0
14087,20190707,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,279,1,77,77,3,0,0,0,0
14088,20190708,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,144,0,77,0,0,0,0,0,0
14089,20190709,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,70,0,77,0,0,0,0,0,0
14090,20190710,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,65,1,77,77,2,0,0,0,0
14091,20190711,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,24,1,88,88,0,0,0,0,0
14092,20190712,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,62,0,77,0,0,0,0,0,0
14093,20190713,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,43,1,110,110,1,0,0,0,0
14094,20190714,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,88,1,77,77,3,0,0,0,0
14095,20190715,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,44,0,77,0,0,0,0,0,0
14096,20190716,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,49,1,77,77,1,0,0,0,0
14097,20190717,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,42,1,77,77,2,0,0,0,0
14098,20190718,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,56,0,77,0,2,0,0,0,0
14099,20190719,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,76,1,77,77,0,0,0,0,0
14100,20190720,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,75,1,77,77,0,0,0,0,0
14101,20190721,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,138,3,80,242,0,0,0,0,0
14102,20190722,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,104,2,77,154,1,0,0,0,0
14103,20190723,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,99,0,77,0,5,0,0,0,0
14104,20190724,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,118,0,77,0,4,0,0,0,0
14105,20190725,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,74,2,110,220,3,1,1,0,1
14106,20190726,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,65,1,77,77,5,1,0,0,0
14107,20190727,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,70,2,77,154,5,0,0,0,0
14108,20190728,3a4029c1178a4c43960c02a1b41e7d682c4ef9b91650be73f68f02c66d2c68f9,96,1,77,77,4,2,2,0,1
